epoch,best_total_time,best_total_travel_time,best_total_care_time,best_assigned_clients,best_unassigned_clients,day_key,day_name
91,2365.9168463224123,55.91684632241209,2310.0,24,62,monday,Monday
92,2365.9168463224123,55.91684632241209,2310.0,24,62,monday,Monday
93,2365.9168463224123,55.91684632241209,2310.0,24,62,monday,Monday
94,2365.9168463224123,55.91684632241209,2310.0,24,62,monday,Monday
95,2365.9168463224123,55.91684632241209,2310.0,24,62,monday,Monday
96,2365.783780860072,55.78378086007221,2310.0,24,62,monday,Monday
97,2393.9118218041285,53.91182180412844,2340.0,24,62,monday,Monday
98,2393.9118218041285,53.91182180412844,2340.0,24,62,monday,Monday
99,2393.9118218041285,53.91182180412844,2340.0,24,62,monday,Monday
100,2393.9118218041285,53.91182180412844,2340.0,24,62,monday,Monday
